date,implied_vol
2020-03-31,0.50725402
2020-04-01,0.55487755
2020-04-02,0.52292216
2020-04-03,0.49482428
2020-04-06,0.41157837
2020-04-07,0.44574031
2020-04-08,0.41743606
2020-04-09,0.43137388
2020-04-13,0.4321041
2020-04-14,0.39859302
2020-04-15,0.42248415
2020-04-16,0.42289689
2020-04-17,0.39397354
2020-04-20,0.4105624
2020-04-21,0.45216948
2020-04-22,0.42111894
2020-04-23,0.40124406
2020-04-24,0.36624077
2020-04-27,0.32174453
2020-04-28,0.32161753
2020-04-29,0.29621832
2020-04-30,0.31002914
2020-05-01,0.33612683
2020-05-04,0.33966684
2020-05-05,0.31302942
2020-05-06,0.30223476
2020-05-07,0.29021775
2020-05-08,0.26056417
2020-05-11,0.2613579
2020-05-12,0.2847728
2020-05-13,0.32393521
2020-05-14,0.31917286
2020-05-15,0.31710917
2020-05-18,0.2782325
2020-05-19,0.27959771
2020-05-20,0.25854811
2020-05-21,0.26869192
2020-05-22,0.25891322
2020-05-26,0.24810268
2020-05-27,0.24468966
2020-05-28,0.25738927
2020-05-29,0.24595962
2020-06-01,0.24316571
2020-06-02,0.23326002
2020-06-03,0.22225898
2020-06-04,0.22517989
2020-06-05,0.2120358
2020-06-08,0.22767219
2020-06-09,0.25156333
2020-06-10,0.26396132
2020-06-11,0.36162129
2020-06-12,0.35411265
2020-06-15,0.33014214
2020-06-16,0.31642657
2020-06-17,0.30628275
2020-06-18,0.32118892
2020-06-19,0.30987039
2020-06-22,0.29778989
2020-06-23,0.28155027
2020-06-24,0.31482324
2020-06-25,0.30066318
2020-06-26,0.31585508
2020-06-29,0.29075749
2020-06-30,0.26342158
2020-07-01,0.25262692
2020-07-02,0.24721371
2020-07-06,0.25424612
2020-07-07,0.27232718
2020-07-08,0.26235799
2020-07-09,0.27631168
2020-07-10,0.26480267
2020-07-13,0.29820263
2020-07-14,0.29072574
2020-07-15,0.28367746
2020-07-16,0.27202557
2020-07-17,0.25673842
2020-07-20,0.23789537
2020-07-21,0.23849861
2020-07-22,0.23199006
2020-07-23,0.24311809
2020-07-24,0.23754614
2020-07-27,0.23103759
2020-07-28,0.2345776
2020-07-29,0.21852848
2020-07-30,0.22848179
2020-07-31,0.21146432
2020-08-03,0.21248029
2020-08-04,0.20535263
2020-08-05,0.20241585
2020-08-06,0.19939969
2020-08-07,0.20041566
2020-08-10,0.20265397
2020-08-11,0.22283047
2020-08-12,0.20744807
2020-08-13,0.21049597
2020-08-14,0.2071147
2020-08-17,0.2031937
2020-08-18,0.20133638
2020-08-19,0.20625748
2020-08-20,0.20344769
2020-08-21,0.20174912
2020-08-24,0.19941557
2020-08-25,0.20355881
2020-08-26,0.20784493
2020-08-27,0.22144938
2020-08-28,0.21975081
2020-08-31,0.23718102
2020-09-01,0.24035592
2020-09-02,0.24762645
2020-09-03,0.2888208
2020-09-04,0.28415369
2020-09-08,0.29683742
2020-09-09,0.2637867
2020-09-10,0.26356445
2020-09-11,0.25165857
2020-09-14,0.23340289
2020-09-15,0.22413218
2020-09-16,0.22759282
2020-09-17,0.23837161
2020-09-18,0.24084803
2020-09-21,0.26358033
2020-09-22,0.25418262
2020-09-23,0.27327965
2020-09-24,0.27277167
2020-09-25,0.25621456
2020-09-28,0.24527702
2020-09-29,0.25397625
2020-09-30,0.24605487
2020-10-01,0.24513415
2020-10-02,0.25210306
2020-10-05,0.26604088
2020-10-06,0.27797851
2020-10-07,0.26491379
2020-10-08,0.2606118
2020-10-09,0.24924565
2020-10-12,0.24378482
2020-10-13,0.24645173
2020-10-14,0.25489697
2020-10-15,0.254135
2020-10-16,0.2532619
2020-10-19,0.26894591
2020-10-20,0.27364477
2020-10-21,0.27737528
2020-10-22,0.274121
2020-10-23,0.27321615
2020-10-26,0.30269512
2020-10-27,0.29920272
2020-10-28,0.36706625
2020-10-29,0.34642939
2020-10-30,0.36430408
2020-11-02,0.34514355
2020-11-03,0.32280812
2020-11-04,0.26246911
2020-11-05,0.25329365
2020-11-06,0.23738739
2020-11-09,0.23508559
2020-11-10,0.23822874
2020-11-11,0.22176687
2020-11-12,0.24029243
2020-11-13,0.21586156
2020-11-16,0.21292477
2020-11-17,0.20905139
2020-11-18,0.21867135
2020-11-19,0.21498846
2020-11-20,0.21186118
2020-11-23,0.20598761
2020-11-24,0.20100302
2020-11-25,0.19605017
2020-11-27,0.19633591
2020-11-30,0.19971718
2020-12-01,0.19916158
2020-12-02,0.20276509
2020-12-03,0.20435254
2020-12-04,0.19943144
2020-12-07,0.20403505
2020-12-08,0.20974987
2020-12-09,0.22192562
2020-12-10,0.22033817
2020-12-11,0.221751
2020-12-14,0.22749757
2020-12-15,0.22737058
2020-12-16,0.22725945
2020-12-17,0.22176687
2020-12-18,0.23737152
2020-12-21,0.25121409
2020-12-22,0.22968825
2020-12-23,0.2170839
2020-12-24,0.21441698
2021-12-28,0.213655
2021-12-29,0.22052866
2021-12-30,0.21619492
2021-12-31,0.21603618
2021-01-04,0.24376894
2021-01-05,0.24116552
2021-01-06,0.24164176
2021-01-07,0.22233836
2021-01-08,0.22841829
2021-01-11,0.25946883
2021-01-12,0.26718384
2021-01-13,0.25627805
2021-01-14,0.25734165
2021-01-15,0.26492966
2021-01-19,0.25397625
2021-01-20,0.23975269
2021-01-21,0.23640317
2021-01-22,0.23410137
2021-01-25,0.26191351
2021-01-26,0.26637424
2021-01-27,0.32793558
2021-01-28,0.27167633
2021-01-29,0.30604464
2021-02-01,0.27286692
2021-02-02,0.2469121
2021-02-03,0.2264816
2021-02-04,0.21067059
2021-02-05,0.20179674
2021-02-08,0.20590824
2021-02-09,0.2063686
2021-02-10,0.21206755
2021-02-11,0.21652829
2021-02-12,0.21224217
2021-02-16,0.22600537
2021-02-17,0.22040167
2021-02-18,0.21536945
2021-02-19,0.20895615
2021-02-22,0.23286316
2021-02-23,0.23660954
2021-02-24,0.2315932
2021-02-25,0.28113753
2021-02-26,0.26659649
2021-03-01,0.23348226
2021-03-02,0.2369429
2021-03-03,0.25519859
2021-03-04,0.27599419
2021-03-05,0.24738833
2021-03-08,0.26834268
2021-03-09,0.25524621
2021-03-10,0.25021399
2021-03-11,0.24568976
2021-03-12,0.24154651
2021-03-15,0.2361968
2021-03-16,0.23562532
2021-03-17,0.22818018
2021-03-18,0.25259517
2021-03-19,0.23872085
2021-03-22,0.22448142
2021-03-23,0.22918027
2021-03-24,0.23378388
2021-03-25,0.22452904
2021-03-26,0.21636954
2021-03-29,0.22646573
2021-03-30,0.21803637